total_visits,time_per_visit,lead_origin,lead_source,do_not_email,do_not_call,converted,country,specialization,how_did_you_hear_about_x_education,what_is_your_current_occupation,what_matters_most_to_you_in_choosing_a_course,tags,city,a_free_copy_of_mastering_the_interview,no_contact_allowed,lead_source_channel,is_from_india,total_visits_binned,total_time_spent_on_website_binned,page_views_per_visit_binned
3.0,478.6666666666667,Landing Page Submission,Google,0,0,1,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0,0,Other_Source,1,Medium_Visits,Very_High_Engagement,High_Page_Views
3.0,494.6666666666667,Landing Page Submission,Organic Search,0,0,1,India,Other_Specialization,,Unemployed,Better Career Prospects,Busy,Other Cities,1,0,Other_Source,1,Medium_Visits,Very_High_Engagement,High_Page_Views
2.0,188.5,API,Google,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
4.0,1.0,Landing Page Submission,Direct Traffic,0,0,0,India,Other_Specialization,,Not_Specified,Not_Specified,,Other Cities of Maharashtra,1,0,Other_Source,1,High_Visits,Low_Engagement,Low_Page_Views
2.0,611.5,Landing Page Submission,Direct Traffic,0,0,0,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Busy,Mumbai,1,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
5.0,297.4,Landing Page Submission,Direct Traffic,0,0,1,India,Finance Management,,Student,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,High_Visits,Very_High_Engagement,Very_High_Page_Views
6.0,13.0,Landing Page Submission,Google,0,0,0,India,"Banking, Investment And Insurance",Word Of Mouth,Not_Specified,Not_Specified,,Mumbai,0,0,Other_Source,1,Very_High_Visits,Low_Engagement,Low_Page_Views
5.0,167.4,API,Google,0,0,1,India,Supply Chain Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0,0,Other_Source,1,High_Visits,High_Engagement,Very_High_Page_Views
3.0,16.666666666666668,Landing Page Submission,Google,0,0,0,India,Business Administration,Online Search,Not_Specified,Not_Specified,,Thane & Outskirts,0,0,Other_Source,1,Medium_Visits,Low_Engagement,High_Page_Views
3.0,410.3333333333333,Landing Page Submission,Google,0,0,1,India,Business Administration,Other,Unemployed,Better Career Prospects,Will revert after reading the email,Tier II Cities,0,0,Other_Source,1,Medium_Visits,Very_High_Engagement,High_Page_Views
4.0,462.5,API,Google,0,0,1,India,IT Projects Management,Student of SomeSchool,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,1,High_Visits,Very_High_Engagement,High_Page_Views
2.0,591.0,Landing Page Submission,Google,0,0,1,India,"Banking, Investment And Insurance",Student of SomeSchool,Student,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
7.0,34.714285714285715,Landing Page Submission,Direct Traffic,0,0,1,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Medium_Page_Views
3.0,42.0,Landing Page Submission,Direct Traffic,0,0,0,India,"Banking, Investment And Insurance",,Not_Specified,Not_Specified,,Other Cities of Maharashtra,1,0,Other_Source,1,Medium_Visits,Low_Engagement,High_Page_Views
0.0,0.0,API,Olark Chat,0,0,0,Unknown_Country,Not_Specified,,Unemployed,Better Career Prospects,Already a student,Thane & Outskirts,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
5.0,77.0,Landing Page Submission,Organic Search,0,0,0,India,Other_Specialization,,Not_Specified,Not_Specified,,Other Metro Cities,1,0,Other_Source,1,High_Visits,High_Engagement,Very_High_Page_Views
9.5,22.105263157894736,Landing Page Submission,Google,0,0,0,India,Finance Management,Online Search,Not_Specified,Not_Specified,,Mumbai,0,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Medium_Page_Views
4.0,196.0,Landing Page Submission,Google,0,0,1,India,Human Resource Management,Advertisements,Working Professional,Better Career Prospects,Closed by Horizzon,Mumbai,0,0,Other_Source,1,High_Visits,High_Engagement,High_Page_Views
5.0,238.0,Landing Page Submission,Google,0,0,1,India,Human Resource Management,Multiple Sources,Student,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,1,High_Visits,Very_High_Engagement,Medium_Page_Views
6.0,17.833333333333332,Landing Page Submission,Google,0,0,0,India,"Banking, Investment And Insurance",Student of SomeSchool,Not_Specified,Not_Specified,,Mumbai,0,0,Other_Source,1,Very_High_Visits,Low_Engagement,High_Page_Views
3.0,275.6666666666667,Lead Add Form,Reference,0,0,1,Unknown_Country,Finance Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,0,Medium_Visits,High_Engagement,Medium_Page_Views
4.0,22.5,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,invalid number,Unknown_City,0,0,Other_Source,1,High_Visits,Low_Engagement,Low_Page_Views
5.0,392.2,Landing Page Submission,Direct Traffic,0,0,0,India,International Business,,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,1,High_Visits,Very_High_Engagement,Very_High_Page_Views
4.0,64.25,Landing Page Submission,Google,0,0,0,India,Finance Management,Online Search,Not_Specified,Not_Specified,,Thane & Outskirts,0,0,Other_Source,1,High_Visits,Medium_Engagement,High_Page_Views
5.0,8.8,Landing Page Submission,Direct Traffic,0,0,1,India,Human Resource Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Tier II Cities,1,0,Other_Source,1,High_Visits,Low_Engagement,Very_High_Page_Views
5.0,241.8,Landing Page Submission,Google,0,0,1,India,"Banking, Investment And Insurance",Other,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,1,High_Visits,Very_High_Engagement,Very_High_Page_Views
0.0,0.0,Lead Add Form,Reference,0,0,1,Unknown_Country,Media and Advertising,,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
0.0,0.0,Lead Import,,0,0,0,Unknown_Country,Not_Specified,,Unemployed,Better Career Prospects,number not provided,Unknown_City,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
3.0,440.3333333333333,Landing Page Submission,Google,0,0,0,India,Finance Management,Advertisements,Not_Specified,Not_Specified,,Mumbai,0,0,Other_Source,1,Medium_Visits,Very_High_Engagement,High_Page_Views
2.0,626.0,API,Google,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
9.5,158.6315789473684,API,Google,0,0,1,India,Business Administration,,Working Professional,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,Low_Page_Views
6.0,54.833333333333336,Landing Page Submission,Google,0,0,0,India,Marketing Management,Word Of Mouth,Not_Specified,Not_Specified,,Mumbai,0,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Very_High_Page_Views
2.0,428.5,API,Google,0,0,1,India,Not_Specified,,Working Professional,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
3.0,201.66666666666666,Landing Page Submission,Google,0,0,0,India,Human Resource Management,Word Of Mouth,Not_Specified,Not_Specified,,Mumbai,0,0,Other_Source,1,Medium_Visits,High_Engagement,High_Page_Views
5.0,65.6,Landing Page Submission,Direct Traffic,0,0,0,India,Business Administration,,Unemployed,Better Career Prospects,Not doing further education,Mumbai,1,0,Other_Source,1,High_Visits,Medium_Engagement,Medium_Page_Views
4.0,84.75,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,1,High_Visits,Medium_Engagement,High_Page_Views
2.0,201.5,API,Google,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
2.0,32.5,API,Google,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
5.0,107.6,Landing Page Submission,Google,0,0,1,India,Finance Management,Online Search,Unemployed,Better Career Prospects,,Mumbai,0,0,Other_Source,1,High_Visits,High_Engagement,Very_High_Page_Views
2.0,572.0,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
1.0,1194.0,API,Google,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
3.0,175.66666666666666,Landing Page Submission,Direct Traffic,0,0,1,India,Media and Advertising,,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Medium_Visits,High_Engagement,Low_Page_Views
3.0,93.33333333333333,Landing Page Submission,Google,0,0,0,India,Marketing Management,,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,1,Medium_Visits,Medium_Engagement,High_Page_Views
7.0,193.85714285714286,Landing Page Submission,Direct Traffic,0,0,1,India,IT Projects Management,,Working Professional,Better Career Prospects,Closed by Horizzon,Thane & Outskirts,1,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,Low_Page_Views
9.5,40.63157894736842,Landing Page Submission,Direct Traffic,0,0,0,India,Other_Specialization,,Unemployed,Better Career Prospects,Ringing,Other Cities,1,0,Other_Source,1,Very_High_Visits,High_Engagement,Very_High_Page_Views
7.0,197.14285714285714,Landing Page Submission,Google,0,0,1,India,IT Projects Management,Multiple Sources,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,Medium_Page_Views
3.0,16.0,Landing Page Submission,Google,0,0,1,India,IT Projects Management,Online Search,Student,Better Career Prospects,Will revert after reading the email,Other Cities,0,0,Other_Source,1,Medium_Visits,Low_Engagement,High_Page_Views
0.0,0.0,API,Olark Chat,0,0,0,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
1.0,1034.0,Landing Page Submission,Direct Traffic,0,0,0,India,Operations Management,,Not_Specified,Not_Specified,,Other Cities,1,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
2.0,907.0,API,Google,0,0,1,India,Not_Specified,,Unemployed,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
0.0,0.0,API,Olark Chat,0,0,1,Unknown_Country,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
2.0,775.5,API,Google,0,0,1,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
5.0,24.8,Landing Page Submission,Organic Search,0,0,0,India,Travel and Tourism,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,High_Visits,Low_Engagement,Very_High_Page_Views
3.0,114.66666666666667,API,Google,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Medium_Visits,Medium_Engagement,Low_Page_Views
4.0,410.0,Landing Page Submission,Google,0,0,1,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,1,High_Visits,Very_High_Engagement,High_Page_Views
0.0,0.0,Lead Add Form,Reference,0,0,1,Unknown_Country,Business Administration,,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
8.0,38.125,Landing Page Submission,Direct Traffic,0,0,0,Other_Country,Human Resource Management,Social Media,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,0,Very_High_Visits,Medium_Engagement,High_Page_Views
1.0,111.0,Landing Page Submission,Direct Traffic,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
3.0,199.0,Landing Page Submission,Organic Search,0,0,1,India,Media and Advertising,,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Medium_Visits,High_Engagement,High_Page_Views
7.0,42.57142857142857,Landing Page Submission,Direct Traffic,0,0,0,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Medium_Page_Views
5.0,205.0,Landing Page Submission,Organic Search,0,0,1,India,Human Resource Management,,Student,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,High_Visits,High_Engagement,Very_High_Page_Views
2.0,430.0,Landing Page Submission,Organic Search,0,0,0,India,Other_Specialization,,Unemployed,Better Career Prospects,Interested  in full time MBA,Mumbai,0,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
2.0,444.5,API,Google,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,Interested in other courses,Unknown_City,0,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
2.0,610.0,API,Google,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
4.0,339.25,Landing Page Submission,Direct Traffic,0,0,1,India,Other_Specialization,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,High_Visits,Very_High_Engagement,Low_Page_Views
6.0,30.5,Landing Page Submission,Google,0,0,0,India,Operations Management,,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Low_Page_Views
4.0,72.0,Landing Page Submission,Other,0,0,0,India,Not_Specified,Online Search,Not_Specified,Not_Specified,,Thane & Outskirts,0,0,Other_Source,1,High_Visits,Medium_Engagement,High_Page_Views
2.0,441.0,Landing Page Submission,Direct Traffic,0,0,1,India,Business Administration,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
5.0,168.2,Landing Page Submission,Google,0,0,1,India,Finance Management,Multiple Sources,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,0,0,Other_Source,1,High_Visits,High_Engagement,Medium_Page_Views
6.0,41.166666666666664,API,Google,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Very_High_Page_Views
0.0,0.0,Lead Add Form,Reference,0,0,1,Unknown_Country,Not_Specified,,Unemployed,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
9.0,96.55555555555556,Landing Page Submission,Organic Search,0,0,1,India,Human Resource Management,,Not_Specified,Not_Specified,,Other Cities,1,0,Other_Source,1,Very_High_Visits,High_Engagement,Very_High_Page_Views
2.0,597.0,Lead Add Form,Reference,0,0,1,Unknown_Country,Finance Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0,0,Other_Source,0,Low_Visits,Very_High_Engagement,Low_Page_Views
4.0,61.5,Landing Page Submission,Organic Search,0,0,0,India,Finance Management,,Unemployed,Better Career Prospects,Ringing,Other Metro Cities,1,0,Other_Source,1,High_Visits,Medium_Engagement,High_Page_Views
3.0,87.0,Landing Page Submission,Direct Traffic,0,0,0,India,"Banking, Investment And Insurance",,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,1,Medium_Visits,Medium_Engagement,High_Page_Views
0.0,0.0,Lead Add Form,Reference,0,0,1,Unknown_Country,Not_Specified,,Working Professional,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
2.0,129.0,Landing Page Submission,Direct Traffic,0,0,0,India,"Banking, Investment And Insurance",,Not_Specified,Not_Specified,,Other Metro Cities,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
3.0,46.666666666666664,Landing Page Submission,Organic Search,0,0,1,India,International Business,,Working Professional,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,1,0,Other_Source,1,Medium_Visits,Low_Engagement,High_Page_Views
3.0,739.0,Quick Add Form,,0,0,1,Unknown_Country,Other_Specialization,Social Media,Unemployed,Better Career Prospects,,Other Metro Cities,0,0,Other_Source,0,Medium_Visits,Very_High_Engagement,Medium_Page_Views
2.0,199.5,Landing Page Submission,Google,0,0,0,India,Finance Management,Social Media,Unemployed,Better Career Prospects,Ringing,Thane & Outskirts,0,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
4.0,313.75,Landing Page Submission,Organic Search,0,0,0,India,Travel and Tourism,,Unemployed,Better Career Prospects,switched off,Mumbai,1,0,Other_Source,1,High_Visits,Very_High_Engagement,High_Page_Views
5.0,0.0,Landing Page Submission,Google,0,0,0,India,Finance Management,Social Media,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0,0,Other_Source,1,High_Visits,Low_Engagement,Medium_Page_Views
4.0,388.0,Landing Page Submission,Google,0,0,1,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,1,High_Visits,Very_High_Engagement,High_Page_Views
6.0,260.8333333333333,Landing Page Submission,Organic Search,0,0,0,India,Human Resource Management,Online Search,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,Very_High_Page_Views
